Nama Kelompok,Nama komoditi,Tahun,Masukan,Keluaran,Impor,Ekpor,Perubahan stok,Pakan,Bibit,Makanan,Bukan makanan,Tercecer,Penggunaan lain,Bahan makanan,Kg tahun,Gram hari,Kalori hari,Protein hari,Lemak hari,Status angka,Kd uraian,Create at
Makanan berpati,Ubi Kayu/Gaplek,1998,617,222,0,197,0,0,0,0,25,0,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,1999,767,276,0,276,0,0,0,0,0,0,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,2000,506,182,0,151,0,0,0,0,31,0,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,2001,676,243,0,177,0,0,0,0,66,0,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,2002,601,216,0,70,-3,0,0,0,27,1,,122,0.58,1.58,5,0.02,0.01,0,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,2003,97.39,35.03,2.14,19,-0.42,0,0,0,3.31,0.13,,15.15,0.07,0.19,1,0,0,0,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,2004,1313,472,2,234,-6,0,0,0,44,2,,200,0.92,2.53,9,0.04,0.02,0,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,2005,1319,474,0,230,0,0,0,0,44,2,,199,0.91,2.49,8,0.04,0.02,0,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,2006,1764,635,0,132,0,0,0,0,89,4,,410,1.84,5.04,17,0.08,0.04,0,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,2007,1226,441,0,222,0,0,0,0,39,2,,178,0.79,2.17,7,0.03,0.02,0,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,2008,1878,675,0,137,0,0,0,0,96,4,,438,1.92,5.26,18,0.08,0.04,0,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,2009,1410,507,2,178,0,0,0,0,59,2,,270,1.15,3.15,11,0.05,0.02,0,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,2010,1464,527,0,154,0,0,0,0,66,3,,304,1.27,3.49,12,0.05,0.02,0,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,2011,316,114,0,111.65,0,0,0,0,0,0,,2,0.01,0.02,0,0,0,0,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,2012,863,310,14,43,0,0,0,0,50,2,,230,0.94,2.56,9,0.04,0.02,1,,04/01/2023 - 08:59
Makanan berpati,Ubi Kayu/Gaplek,2013,863,310,14,43,0,0,0,0,50,2,,230,0.92,2.53,9,0.04,0.02,2,,04/01/2023 - 08:59
Gula,Gula Mangkok,1993,0,269,0,2,0,0,0,0,1,0,,266,1.42,3.89,14,0.04,0.14,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,1994,0,273,0,0,0,0,0,0,0,0,,271,1.42,3.89,14,0.04,0.14,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,1995,0,275,0,0,0,0,0,0,0,0,,275,1.42,3.89,14,0.04,0.14,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,1996,0,278,0,0,0,0,0,0,1,0,,277,1.41,3.86,14,0.04,0.14,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,1997,0,234,0,0,0,0,0,0,0,0,,234,1.17,3.21,12,0.04,0.11,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,1998,0,231,0,0,0,0,0,0,0,0,,231,1.14,3.12,12,0.03,0.11,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,1999,0,195,0,0,0,0,0,0,0,0,,195,0.96,2.63,10,0.03,0.09,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,2000,0,220,0,0,0,0,0,0,0,0,,220,1.07,2.93,11,0.03,0.1,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,2001,0,261,0,0,0,0,0,0,0,0,,261,1.25,3.42,13,0.04,0.12,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,2002,0,256,0,0,-15,0,0,0,0,0,,270,1.28,3.51,13,0.04,0.12,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,2003,0,228.53,0,0,-13.2,0,0,0,0.22,0,,241.51,1.13,3.1,11,0.03,0.11,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,2004,0,229,0,0,-13,0,0,0,0,0,,242,1.12,3.07,11,0.03,0.11,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,2005,0,242,0,0,0,0,0,0,0,0,,242,1.1,3.01,11,0.03,0.11,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,2006,0,207,0,0,0,0,0,0,0,0,,207,0.93,2.55,9,0.03,0.09,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,2007,0,271,0,0,0,0,0,0,0,0,,271,1.2,3.29,12,0.04,0.12,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,2008,0,247,0,0,0,0,0,0,0,0,,247,1.08,2.96,11,0.03,0.1,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,2009,0,201,0,0,0,0,0,0,0,0,,204,0.87,2.38,9,0.03,0.08,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,2010,0,236,0,0,0,0,0,0,0,0,,235,0.99,2.7,10,0.03,0.09,0,,04/01/2023 - 08:59
Gula,Gula Mangkok,2011,0,217,0,0,0,0,0,0,5,0,,212,0.88,2.4,9,0.07,0.24,0,,04/01/2023 - 08:59
Gula,Gula Pasir,1993,0,2330,168,0,0,0,0,0,0,0,,2171,11.57,31.71,115,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,1994,0,1111,0,3,0,0,0,0,9,0,,1099,14.29,39.15,142,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,1995,0,2077,222,0,-550,0,0,0,1,0,,2848,14.72,40.33,147,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,1996,0,2094,1036,0,3,0,0,0,1,0,,3126,15.88,43.52,158,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,1997,0,2192,1126,6,188,0,0,0,10,0,,3114,15.58,42.69,155,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,1998,0,1488,973,6,252,0,0,0,38,0,,2165,10.67,29.24,106,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,1999,0,1542,1998,17,1024,0,0,0,16,0,,2483,12.24,33.54,122,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,2000,0,1690,1399,6,783,0,0,0,1,0,,2300,11.17,30.62,111,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,2001,0,1725,1130,5,-258,0,0,0,2,0,,3106,14.9,40.83,149,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,2002,0,1749,795,38,44,0,0,0,2,24,,2435,11.54,31.61,115,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,2003,0,1631.92,681.3,30.36,44,0,0,0,2.01,21.94,,2214.91,10.36,28.39,103,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,2004,0,2052,559,1,-13,0,0,0,2,26,,2594,11.99,32.85,120,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,2005,0,2242,1256,1,62,0,0,0,3,34,,3398,15.46,42.35,154,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,2006,0,2308,918,1,118,0,0,0,144,30,,2932,13.16,36.06,131,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,2007,0,2448,2943,0,0,0,0,0,8,53,,5329,23.62,64.7,236,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,2008,0,2668.43,1015.02,2,442.34,0,0,0,13,32,,3195,13.98,38.3,139,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,2009,0,2404,1376,1,-597,0,0,0,10,43,,4322,18.44,50.51,184,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,2010,0,2352,1755,1,633,0,0,0,11,34,,3429,14.38,39.39,143,0,0,0,,04/01/2023 - 08:59
Gula,Gula Pasir,2011,0,2268,0,0,-273,0,0,0,31,25,,2485,10.27,28.14,102,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,1993,0,322,0,0,0,6,10,0,0,16,,290,1.54,4.23,15,0.94,0.05,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,1994,0,284,0,0,0,6,8,0,0,14,,256,1.34,3.67,13,0.81,0.04,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,1995,0,325,0,0,0,7,9,0,0,16,,293,1.52,4.15,14,0.92,0.05,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,1996,0,301,0,0,0,6,9,0,0,15,,271,1.38,3.77,13,0.84,0.05,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,1997,0,262,0,0,0,5,8,0,0,13,,236,1.18,3.23,11,0.72,0.04,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,1998,0,306,0,0,0,6,8,0,0,15,,277,1.36,3.74,13,0.76,0.07,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,1999,0,265,0,0,0,5,8,0,0,13,,238,1.18,3.22,11,0.65,0.06,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2000,0,290,0,0,0,6,8,0,0,15,,262,1.27,3.48,12,0.71,0.06,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2001,0,301,0,0,0,6,12,0,0,15,,268,1.28,3.52,12,0.71,0.06,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2002,0,288,0,0,-11,6,10,0,0,15,,269,1.27,3.49,12,0.71,0.06,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2003,0,335,0,0,-13.04,6.97,10.52,0,0,17.41,,313.36,1.47,4.02,14,0.82,0.07,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2004,0,310,0,0,-12,6,10,0,0,16,,290,1.34,3.67,12,0.75,0.07,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2005,0,321,0,0,0,6,9,0,0,16,,289,1.31,3.6,12,0.73,0.06,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2006,0,316,0,0,0,6,10,0,0,16,,284,1.28,3.5,12,0.71,0.06,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2007,0,322,0,0,0,6,9,0,1,16,,290,1.28,3.52,12,0.71,0.06,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2008,0,298,0,0,0,6,8,0,0,15,,269,1.18,3.22,11,0.65,0.06,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2009,0,314,0,0,0,6,9,0,0,16,,284,1.21,3.32,11,0.67,0.06,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2010,0,292,0,0,0,6,8,0,0,15,,263,1.1,3.02,10,0.61,0.05,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2011,0,341,0,0,0,7,9,0,0,17,,308,1.27,3.49,12,0.71,0.06,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2012,0,284,0,0,0,6,7,0,0,14,,257,1.05,2.87,10,0.58,0.05,1,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang Hijau,2013,0,210,0,0,0,4,5,0,0,10,,190,0.77,2.1,7,0.42,0.04,2,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,1993,1065,639,108,0,0,0,34,4,8,37,,664,3.54,9.7,44,2.45,4.15,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,1994,1053,632,151,0,0,0,37,0,41,39,,666,3.49,9.56,43,2.42,4.09,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,1995,1267,760,149,0,0,0,38,3,53,45,,770,3.98,10.9,49,2.76,4.67,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,1996,1230,738,162,0,0,0,31,35,26,45,,763,3.88,10.62,48,2.69,4.55,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,1997,1147,688,171,0,0,0,29,46,9,43,,732,3.66,10.04,45,2.54,4.3,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,1998,1153,692,41,2,0,0,26,10,7,37,,651,3.21,8.8,40,2.23,3.77,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,1999,1100,660,103,0,0,0,26,22,0,38,,677,3.34,9.14,41,2.31,3.91,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2000,1228,737,111,0,0,0,28,27,0,42,,751,3.65,9.99,45,2.53,4.28,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2001,1183,710,98,0,0,0,44,39,0,40,,685,3.28,9,41,2.28,3.85,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2002,1197,718,120,0,6,0,39,71,35,42,,646,3.06,8.38,38,2.12,3.59,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2003,1309,786,102,1,6,0,40.55,74.93,36.89,44.03,,684.1,3.2,8.77,40,2.22,3.75,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2004,1396,838,71,0,6,0,30,77,38,45,,712,3.29,9.02,41,2.28,3.86,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2005,1394,836,82,1,0,0,30,78,38,46,,725,3.3,9.04,41,2.29,3.87,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2006,1397,838,64,0,0,0,27,77,0,45,,752,3.38,9.25,42,2.34,3.96,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2007,1315,789,104,1,0,0,27,76,0,45,,744,3.3,9.03,41,2.29,3.87,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2008,1283,770,140,1,0,0,26,77,0,45,,761,3.33,9.12,41,2.31,3.9,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2009,1296,778,132,0,0,0,25,77,0,45,,761,3.25,8.9,40,2.25,3.81,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2010,1299,779,135,0,0,0,24,78,0,46,,766,3.21,8.8,40,2.23,3.76,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2011,1152,691,121,1,0,0,23,69,0,41,,679,2.81,7.69,35,1.94,3.29,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2012,1188,713,100,0,0,0,23,69,0,41,,680,2.77,7.59,34,1.92,3.25,1,,04/01/2023 - 08:59
Buah Biji Berminyak,Kacang tanah lepas kulit,2013,1512,907,121,1,0,0,15,88,0,51,,875,3.52,9.63,44,2.44,4.12,2,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,1993,0,1709,724,1,-4,0,67,0,41,122,,2206,11.76,32.22,107,11.25,5.83,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,1994,0,1565,800,0,10,0,67,0,39,118,,2131,11.18,30.63,101,10.69,5.54,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,1995,0,1680,607,0,-42,0,59,0,16,116,,2138,11.05,30.27,100,10.56,5.48,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,1996,0,1517,746,0,-88,0,51,0,0,118,,2182,11.09,30.38,101,10.6,5.5,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,1997,0,1357,616,0,33,0,48,0,0,97,,1795,8.98,24.61,81,8.59,4.45,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,1998,0,1306,343,0,141,0,56,0,94,75,,1283,6.32,17.32,66,7,2.89,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,1999,0,1383,1302,0,0,0,57,0,0,134,,2494,12.29,33.68,128,13.61,5.63,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2000,0,1018,1278,1,0,0,39,0,0,115,,2141,10.4,28.5,109,11.51,4.76,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2001,0,827,1136,1,0,0,27,0,636,98,,1201,5.76,15.79,60,6.38,2.64,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2002,0,673,1365,0,9,7,21,0,67,101,,1833,8.68,23.79,91,9.61,3.97,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2003,0,671.6,1192.72,0.17,8.2,6.31,20.65,0,61.06,92.8,,1675.13,7.84,21.47,82,8.68,3.59,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2004,0,723,1116,1,8,6,31,0,60,91,,1641,7.58,20.77,79,8.39,3.47,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2005,0,808,1086,1,0,6,26,0,62,95,,1704,7.75,21.24,81,8.58,3.55,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2006,0,748,1132,2,0,6,24,0,169,94,,1585,7.11,19.49,74,7.87,3.26,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2007,0,593,1419,2,0,7,21,0,283,101,,1599,7.09,19.41,74,7.84,3.24,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2008,0,776,1180,1,0,7,28,0,95,98,,1729,7.56,20.72,79,8.37,3.46,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2009,0,975,1321,1,0,8,29,0,124,115,,2019,8.62,23.6,90,9.54,3.94,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2010,0,907,1745,0,0,9,39,0,113,133,,2358,9.89,27.08,103,10.94,4.52,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2011,0,851,2093,1,0,10,36,0,111,147,,2640,10.91,29.89,114,12.08,4.99,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2012,0,843,1923,2,0,9,34,0,141,138,,2442,9.95,27.26,104,11.01,4.55,1,,04/01/2023 - 08:59
Buah Biji Berminyak,Kedelai,2013,0,808,1393,1,0,7,25,0,141,110,,1916,770,21.1,80,8.52,3.52,2,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,1993,10000,5811,0,20,0,0,0,2615,1,579,,2596,13.84,37.91,136,1.29,13.16,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,1994,10000,5887,0,6,0,0,0,2646,0,588,,2647,13.88,38.03,72,0.69,6.99,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,1995,10000,6009,0,24,0,0,0,2704,0,598,,2683,13.87,37.99,72,0.68,6.99,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,1996,10000,6135,0,72,0,0,0,2761,0,606,,2696,13.7,37.54,71,0.68,6.9,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,1997,10000,6009,0,79,0,0,0,2704,0,593,,2633,13.18,36.1,69,0.65,6.64,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,1998,10000,6241,0,68,0,0,0,2778,0,617,,2778,13.69,37.52,71,0.68,6.9,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,1999,10000,6734,0,78,0,0,0,2995,0,666,,2995,14.77,40.45,77,0.73,7.44,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2000,10000,6871,0,99,0,0,0,3048,0,677,,3048,14.81,40.56,77,0.73,0.73,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2001,10000,7107,0,106,0,0,0,3147,4,700,,3151,15.12,41.41,79,0.75,7.62,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2002,10000,6886,1,149,-2,0,3,3580,42,246,,2867,13.58,37.22,71,0.67,6.84,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2003,10000,7176,0,117,-2,0,3.53,3751.39,44.49,257.77,,3004.92,14.06,38.52,73,0.69,7.08,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2004,10000,7342,1,99,-2,0,4,3849,46,264,,3083,14.25,39.04,74,0.7,7.18,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2005,10000,6882,1,164,0,0,3,3569,42,245,,2859,13,35.62,68,0.64,6.55,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2006,10000,6958,2,209,0,0,3,3586,0,246,,2915,13.09,35.85,68,0.65,6.59,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2007,10000,6754,1,195,0,0,3,3484,0,239,,2832,12.55,34.39,65,0.62,6.32,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2008,10000,7199,1,182,0,0,4,3728,9,256,,3022,13.22,36.23,69,0.65,6.66,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2009,10000,7240,2,160,0,0,4,3762,0,258,,3057,13.04,35.74,68,0.64,6.57,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2010,10000,10000,0.83,168.54,0,0,7,7038,16,484,,5704,23.92,65.52,125,1.18,12.05,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2011,0,10000,0,226,0,0,0,7893,3,455,,4120,17.03,46.64,89,0.84,8.58,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2012,0,10000,2,218,0,0,0,7924,3,457,,4136,16.85,46.17,88,0.83,8.49,1,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa Berkulit/daging,2013,0,10000,1,222,0,0,1,7904,3,456,,4125,16.58,45.42,86,0.82,8.35,2,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,1993,2615,1177,0,9,0,0,0,1164,4,0,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,1994,2632,10000,0,37,0,0,0,1121,26,0,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,1995,2704,1217,2,0,0,0,0,1218,1,0,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,1996,2761,1242,3,0,0,0,0,1244,1,0,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,1997,2704,1217,0,23,0,0,0,1190,4,0,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,1998,2778,1250,0,48,0,0,0,1191,11,0,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,1999,2995,1348,0,43,0,0,0,1305,0,0,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2000,3048,1371,0,35,0,0,0,1337,0,0,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2001,3147,1416,0,24,0,0,0,3187,5,0,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2002,3580,1611,2,40,0,0,0,1540,16,17,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2003,3751,1688,0,25,0,0,0,1628,17,18,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2004,3849,1732,0,36,0,0,0,1661,17,18,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2005,3569,1606,0,57,0,0,0,1517,15,17,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2006,3586,1614,0,38,0,0,0,1500,59,17,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2007,3484,1568,0,47,0,0,0,1499,6,17,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2008,3728,1678,0,26,0,0,0,1575,59,18,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2009,3762,1693,0,40,0,0,0,1562,73,18,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2010,7038,3167,0,38,0,0,0,3067,27,34,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah Biji Berminyak,Kelapa daging/kopra,2011,7893,1973,0,35,0,0,0,1902,15,21,,0,0,0,0,0,0,0,,04/01/2023 - 08:59
Buah-buahan,,2012,7924,1981,0,48,0,0,0,1896,15,21,,0,0,0,0,0,0,1,,04/01/2023 - 08:59
Buah-buahan,,2013,7904,1976,0,23,0,0,0,1917,15,21,,0,0,0,0,0,0,2,,04/01/2023 - 08:59
Buah-buahan,Alpokat,1993,0,94,0,0,0,0,0,0,0,9,,85,0.45,1.24,1,0.01,0.05,0,,04/01/2023 - 08:59
Buah-buahan,Alpokat,1994,0,102,0,0,0,0,0,0,0,10,,92,0.48,1.32,1,0.01,0.05,0,,04/01/2023 - 08:59
Buah-buahan,Alpokat,1995,0,163,0,0,0,0,0,0,0,16,,147,0.76,2.08,1,0.01,0.08,0,,04/01/2023 - 08:59
Buah-buahan,Alpokat,1996,0,143,0,0,0,0,0,0,0,14,,129,0.66,1.8,1,0.01,0.07,0,,04/01/2023 - 08:59
Buah-buahan,Alpokat,1997,0,130,0,0,0,0,0,0,0,13,,117,0.59,1.6,1,0.01,0.06,0,,04/01/2023 - 08:59
Buah-buahan,Alpokat,1998,0,131,0,0,0,0,0,0,0,13,,118,0.58,1.59,1,0.01,0.06,0,,04/01/2023 - 08:59
Buah-buahan,Alpokat,1999,0,126,0,0,0,0,0,0,0,13,,113,0.56,1.53,1,0.01,0.06,0,,04/01/2023 - 08:59
Buah-buahan,Alpokat,2000,0,146,0,0,0,0,0,0,0,15,,131,0.64,1.75,1,0.01,0.07,0,,04/01/2023 - 08:59
Buah-buahan,Alpokat,2001,0,142,0,0,0,0,0,0,0,14,,128,0.61,1.68,1,0.01,0.07,0,,04/01/2023 - 08:59
Buah-buahan,Alpokat,2002,0,238,0,0,0,0,0,0,0,2,,234,1.11,3.04,2,0.02,0.12,0,,04/01/2023 - 08:59
Buah-buahan,Alpokat,2003,0,256,0,0,0,0,0,0,2,2,,252,1.18,3.23,2,0.02,0.13,0,,04/01/2023 - 08:59
Buah-buahan,Alpokat,2004,0,222,0,0,0,0,0,0,2,2,,218,1.01,2.76,1,0.02,0.11,0,,04/01/2023 - 08:59
Buah-buahan,Alpokat,2005,0,228,0,0,0,0,0,0,2,2,,224,1.02,2.79,1,0.02,0.11,0,,04/01/2023 - 08:59
