tahun,bulan,total_kalori_hari,jumlah_komoditi,populasi,date,month_sin,month_cos,kalori_ma3,kalori_std3,kalori_ma6,kalori_std6,kalori_ma12,kalori_std12,kalori_lag1,kalori_lag2,kalori_lag3,kalori_lag6,kalori_lag12,period
1993,1,86659.69863012875,4,187000000.0,1993-01-01,0.49999999999999994,0.8660254037844387,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,1993-01-01
1993,2,86659.69863012875,4,187000000.0,1993-02-01,0.8660254037844386,0.5000000000000001,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,1993-02-01
1993,3,86659.69863012875,4,187000000.0,1993-03-01,1.0,6.123233995736766e-17,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,1993-03-01
1993,4,86659.69863012875,4,187000000.0,1993-04-01,0.8660254037844387,-0.4999999999999998,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,1993-04-01
1993,5,86659.69863012875,4,187000000.0,1993-05-01,0.49999999999999994,-0.8660254037844387,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,1993-05-01
1993,6,86659.69863012875,4,187000000.0,1993-06-01,1.2246467991473532e-16,-1.0,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,1993-06-01
1993,7,86659.69863012875,4,187000000.0,1993-07-01,-0.4999999999999997,-0.8660254037844388,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,1993-07-01
1993,8,86659.69863012875,4,187000000.0,1993-08-01,-0.8660254037844385,-0.5000000000000004,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,1993-08-01
1993,9,86659.69863012875,4,187000000.0,1993-09-01,-1.0,-1.8369701987210297e-16,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,1993-09-01
1993,10,86659.69863012875,4,187000000.0,1993-10-01,-0.8660254037844386,0.5000000000000001,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,1993-10-01
1993,11,86659.69863012875,4,187000000.0,1993-11-01,-0.5000000000000004,0.8660254037844384,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,1993-11-01
1993,12,86659.69863012875,4,187000000.0,1993-12-01,-2.4492935982947064e-16,1.0,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,0.0,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,1993-12-01
1994,1,83969.36986300572,3,189244000.0,1994-01-01,0.49999999999999994,0.8660254037844387,85762.92237442108,1553.2620379070786,86211.31050227491,1098.3221199637333,86435.50456620184,776.6310189535399,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,1994-01-01
1994,2,83969.36986300572,3,189244000.0,1994-02-01,0.8660254037844386,0.5000000000000001,84866.1461187134,1553.2620379070765,85762.92237442108,1389.2798014520386,86211.31050227491,1047.2090523263287,83969.36986300572,86659.69863012875,86659.69863012875,86659.69863012875,86659.69863012875,1994-02-01
1994,3,83969.36986300572,3,189244000.0,1994-03-01,1.0,6.123233995736766e-17,83969.36986300572,0.0,85314.53424656724,1473.5537528583607,85987.11643834799,1216.7469658972589,83969.36986300572,83969.36986300572,86659.69863012875,86659.69863012875,86659.69863012875,1994-03-01
1994,4,83969.36986300572,3,189244000.0,1994-04-01,0.8660254037844387,-0.4999999999999998,83969.36986300572,0.0,84866.1461187134,1389.279801452054,85762.92237442108,1324.6263166790636,83969.36986300572,83969.36986300572,83969.36986300572,86659.69863012875,86659.69863012875,1994-04-01
1994,5,83969.36986300572,3,189244000.0,1994-05-01,0.49999999999999994,-0.8660254037844387,83969.36986300572,0.0,84417.75799085955,1098.3221199637726,85538.72831049416,1385.3273615755522,83969.36986300572,83969.36986300572,83969.36986300572,86659.69863012875,86659.69863012875,1994-05-01
1994,6,83969.36986300572,3,189244000.0,1994-06-01,1.2246467991473532e-16,-1.0,83969.36986300572,0.0,83969.36986300572,0.0,85314.53424656724,1404.978376592892,83969.36986300572,83969.36986300572,83969.36986300572,86659.69863012875,86659.69863012875,1994-06-01
1994,7,83969.36986300572,3,189244000.0,1994-07-01,-0.4999999999999997,-0.8660254037844388,83969.36986300572,0.0,83969.36986300572,0.0,85090.34018264031,1385.3273615755566,83969.36986300572,83969.36986300572,83969.36986300572,83969.36986300572,86659.69863012875,1994-07-01
