tahun,bulan,total_kalori_hari,jumlah_komoditi,populasi,date,month_sin,month_cos,kalori_ma3,kalori_std3,kalori_ma6,kalori_std6,kalori_ma12,kalori_std12,kalori_lag1,kalori_lag2,kalori_lag3,kalori_lag6,kalori_lag12,period
2019,11,1046466.0936108595,7,254996918.0,2019-11-01,-0.5000000000000004,0.8660254037844384,1046466.0936108595,0.0,1197785.4360765985,234422.91733154585,1092119.4333935035,216752.8465954508,1046466.0936108595,1046466.0936108595,1500424.1210080767,1046466.0936108595,686390.116208154,2019-11-01
2019,12,1046466.0936108595,7,254996918.0,2019-12-01,-2.4492935982947064e-16,1.0,1046466.0936108595,0.0,1197785.4360765985,234422.91733154585,1122125.764843729,176702.92251118988,1046466.0936108595,1046466.0936108595,1046466.0936108595,1046466.0936108595,686390.116208154,2019-12-01
2020,1,629990.07990131,8,258056881.0,2020-01-01,0.49999999999999994,0.8660254037844387,907640.7557076764,240452.53862623128,1052713.0958921376,275425.49279569456,1087419.4303679334,226732.10900124552,1046466.0936108595,1046466.0936108595,1046466.0936108595,1500424.1210080767,1046466.0936108595,2020-01-01
2020,2,722131.6316410273,8,258056881.0,2020-02-01,0.8660254037844386,0.5000000000000001,799529.2683843989,218759.82978815743,922997.6809976292,193483.03271205578,1060391.5585371137,250177.00490442786,629990.07990131,1046466.0936108595,1046466.0936108595,1500424.1210080767,1046466.0936108595,2020-02-01
2020,3,629054.7396136388,8,258056881.0,2020-03-01,1.0,6.123233995736766e-17,660392.1503853254,53470.00443852533,853429.1219980923,214148.41451940808,1025607.2790373456,279579.5627844596,722131.6316410273,629990.07990131,1046466.0936108595,1046466.0936108595,1046466.0936108595,2020-03-01
2020,4,630666.5307095292,8,258056881.0,2020-04-01,0.8660254037844387,-0.4999999999999998,660617.6339880652,53278.77999795777,784129.1948478707,206321.46638481034,990957.3154622345,301654.18431006704,629054.7396136388,722131.6316410273,629990.07990131,1046466.0936108595,1046466.0936108595,2020-04-01
2020,5,1203884.2523204335,8,258056881.0,2020-05-01,0.49999999999999994,-0.8660254037844387,821201.8408812005,331413.66973367933,810365.5546327997,251430.43484372314,1004075.4953546991,307650.82513865683,630666.5307095292,629054.7396136388,722131.6316410273,1046466.0936108595,1046466.0936108595,2020-05-01
2020,6,1106753.9159560592,8,258056881.0,2020-06-01,1.2246467991473532e-16,-1.0,980434.8996620072,306776.8073051192,820413.5250236663,263660.062882804,1009099.4805501326,308895.7373971188,1203884.2523204335,630666.5307095292,629054.7396136388,1046466.0936108595,1046466.0936108595,2020-06-01
2020,7,641389.6272465144,8,258056881.0,2020-07-01,-0.4999999999999997,-0.8660254037844388,984009.2651743358,300665.49150327855,822313.4495812004,262049.59570277226,937513.2727366689,283147.5610331602,1106753.9159560592,1203884.2523204335,630666.5307095292,629990.07990131,1500424.1210080767,2020-07-01
2020,8,723066.9719286985,8,258056881.0,2020-08-01,-0.8660254037844385,-0.5000000000000004,823736.8383770908,248478.9665335644,822469.3396291457,261978.34792605296,872733.5103133875,225763.2581232111,641389.6272465144,1106753.9159560592,1203884.2523204335,722131.6316410273,1500424.1210080767,2020-08-01
2020,9,629054.7396136388,8,258056881.0,2020-09-01,-1.0,-1.8369701987210297e-16,664503.7795962839,51090.83073655658,822469.3396291455,261978.34792605296,837949.2308136191,228699.19018205302,723066.9719286985,641389.6272465144,1106753.9159560592,629054.7396136388,1046466.0936108595,2020-09-01
